transaction_id,transaction_time,amount,merchant_latitude,merchant_longitude,customer_distance,transaction_hour,day_of_week,previous_fraud_count,avg_transaction_amount,transaction_frequency,device_type,ip_country_mismatch,card_age_days,is_fraud
TXN001522,2025/5/29 23:38,14.07,64.887628,30.185547,23,23,3,0,19.03,5.51,0,0,709,legitimate
TXN001523,2025/7/9 10:26,872.22,-84.180885,60.186035,23.3,10,2,0,188.91,3.74,0,0,1993,legitimate
TXN001524,2025/6/11 06:15,14.26,19.428051,119.629839,3.7,6,2,0,38.43,5.84,0,0,2277,legitimate
TXN001525,2025/4/3 02:08,141.56,74.25946,-138.165933,63.1,2,3,0,52.81,6.33,0,0,1559,fraudulent
TXN001526,2025/12/24 07:55,56.15,-75.009016,2.986731,1.5,7,2,0,31.43,6.44,0,0,991,legitimate
TXN001527,2025/8/4 06:21,17.58,-3.277395,36.297002,222.2,6,0,0,0.74,7.23,1,0,2214,legitimate
TXN001528,2025/10/15 22:39,68.81,-73.173402,153.256745,216.3,22,2,0,366.5,4.79,0,0,2343,legitimate
TXN001529,2025/8/20 22:17,44.41,36.565928,-151.715943,53.7,22,2,0,10.68,7.61,0,0,842,legitimate
TXN001530,2025/8/22 10:18,396.66,2.758344,-139.986897,240.9,10,4,0,88.95,1.89,2,0,2011,legitimate
TXN001531,2025/1/25 18:17,59.3,59.44172,-3.895871,34.2,18,5,0,34.79,7.41,0,0,1281,legitimate
TXN001532,2025/2/17 20:40,239.66,-2.103648,36.921463,126,20,0,0,3.85,2.16,0,0,2131,legitimate
TXN001533,2025/5/27 15:11,41.92,20.284998,-119.787267,109.8,15,1,0,304.7,3.62,1,0,2189,legitimate
TXN001534,2025/9/21 12:56,46.78,-68.185115,69.82654,18.8,12,6,0,170.34,2.83,0,0,208,legitimate
TXN001535,2025/3/28 18:47,61.3,18.92467,-101.76608,49.2,18,4,0,25.92,3.93,0,0,886,legitimate
TXN001536,2025/2/8 01:12,32.13,-76.426825,10.045707,61.9,1,5,0,31.11,2.87,1,0,2019,legitimate
TXN001537,2025/2/8 10:46,28.63,27.705793,-127.255539,24.6,10,5,0,135.58,4.08,2,0,2495,legitimate
TXN001538,2025/11/14 09:15,34.06,66.809815,173.383058,26.7,9,4,0,198.2,1.32,2,0,2654,legitimate
TXN001539,2025/5/22 00:48,84.26,-43.119882,-165.37877,62.8,0,3,0,409.26,3.43,0,0,130,legitimate
TXN001540,2025/12/19 19:31,66.1,53.084359,-130.953512,10,19,4,0,81.01,4.84,0,0,1016,legitimate
TXN001541,2025/2/21 17:34,36.68,21.028224,-2.988443,29.5,17,4,0,86.83,0.37,2,0,2586,legitimate
TXN001542,2025/12/12 13:11,22.14,-25.047495,-66.961484,9.4,13,4,0,9.33,0.14,0,0,2142,legitimate
TXN001543,2025/2/22 20:47,13.69,72.373516,-40.326006,9.7,20,5,1,17.8,3.48,0,0,488,fraudulent
TXN001544,2025/4/1 05:50,24.43,-78.424031,72.188131,8.2,5,1,0,24.65,2.1,0,0,2358,legitimate
TXN001545,2025/5/4 02:21,30.35,67.941387,-174.502324,48.1,2,6,0,58.43,3.7,1,1,2021,legitimate
TXN001546,2025/7/16 15:52,257.7,-49.277614,-36.765118,95.4,15,2,0,159.85,0.05,0,0,2517,legitimate
TXN001547,2025/6/14 21:09,17.24,42.925182,88.84956,,21,5,2,1.31,7.23,0,0,828,legitimate
TXN001548,2025/6/21 10:51,165.11,76.451075,34.616007,11.1,10,5,0,6.9,6.48,0,0,2652,legitimate
TXN001549,2025/9/24 10:44,76.06,16.312155,-58.724128,38.5,10,2,0,186.14,7.94,0,1,2850,legitimate
TXN001550,2025/2/22 22:38,35.38,22.539772,12.255923,4.2,22,5,0,50.07,0.78,0,0,1616,fraudulent
TXN001551,2025/11/1 04:31,5706.95,-89.100571,-133.749636,114.7,4,5,0,11.22,2.84,2,0,763,fraudulent
TXN001552,2025/9/4 16:31,3.67,69.32714,75.281689,127.2,16,3,0,359.48,4.28,0,0,685,legitimate
TXN001553,2025/9/25 08:37,18.77,77.197128,36.409873,23.5,8,3,1,351.9,6.68,0,0,1468,legitimate
TXN001554,2025/1/26 17:50,3.15,-42.854315,-5.687855,132.5,17,6,0,59.24,6.37,1,0,2748,legitimate
TXN001555,2025/10/23 22:36,1.86,-10.148694,91.9476,72.8,22,3,0,9.68,5.53,0,0,54,legitimate
TXN001556,2025/1/12 14:27,17.61,-54.022522,81.671144,41,14,6,0,5.5,5.52,2,0,1330,legitimate
TXN001557,2025/3/18 17:08,35.76,-13.642167,40.706258,120.3,17,1,0,120.73,7.46,2,0,166,legitimate
TXN001558,2025/8/25 11:56,69.45,-17.132417,30.924197,31.2,11,0,1,339.06,7.89,1,0,515,legitimate
TXN001559,2025/7/4 17:53,140.45,-35.701988,-57.467643,5.2,17,4,0,5.86,7.36,0,0,2593,legitimate
TXN001560,2025/6/8 12:58,69.94,85.350982,18.472055,109.5,12,6,0,48.07,,1,0,2118,legitimate
TXN001561,2025/3/20 20:55,124.24,-30.824748,91.202995,33.9,20,3,0,298.33,6.68,0,0,412,legitimate
TXN001562,2025/10/9 17:45,2.33,47.802866,160.466641,36.2,17,3,0,95.62,1.37,1,0,2267,fraudulent
TXN001563,2025/2/25 12:25,95.59,70.377823,-109.527913,30.1,12,1,0,38.59,5.8,1,0,145,legitimate
TXN001564,2025/1/31 10:19,6.58,-47.214411,-125.065666,6,10,4,0,16.35,1.8,0,0,1243,legitimate
TXN001565,2025/5/22 14:15,15.94,71.108,-78.821969,34.5,14,3,0,65.01,1.01,0,0,1749,legitimate
TXN001566,2025/1/19 05:33,20.59,-25.905737,-106.984786,41.5,5,6,0,92.24,7.23,1,1,1478,legitimate
TXN001567,2025/4/16 08:28,65.18,38.675043,156.31957,26.8,8,2,0,341.31,3.17,0,0,2291,legitimate
TXN001568,2025/5/9 20:31,46.78,87.88163,-164.939382,6.3,20,4,0,41.58,4.8,0,0,657,legitimate
TXN001569,2025/9/13 10:51,130.16,38.908355,157.928233,147.5,10,5,0,192.95,1.65,0,0,2542,legitimate
TXN001570,2025/1/2 06:37,34.29,-2.119931,-26.8878,88,6,3,0,19.99,0.25,0,0,1684,legitimate
TXN001571,2025/4/24 22:52,62.14,-66.047111,78.210431,110.4,22,3,0,51,2.86,0,0,1415,legitimate
TXN001572,2025/3/21 04:40,30.28,-16.964627,103.141474,19.5,4,4,0,78.99,7.35,0,0,2112,legitimate
TXN001573,2025/9/16 03:07,22.25,-51.719031,12.927268,,3,1,0,127.36,7.94,1,0,677,legitimate
TXN001574,2025/4/26 07:26,46.37,-14.081822,10.986352,75.6,7,5,0,187.83,5.75,2,0,382,legitimate
TXN001575,2025/1/2 08:28,21.46,87.56638,-135.276391,44.5,8,3,1,250.68,4.38,1,0,1427,legitimate
TXN001576,2025/9/25 21:11,118.08,-15.62147,-41.350329,9.7,21,3,0,56.4,4.66,0,0,420,legitimate
TXN001577,2025/3/27 19:09,201.36,53.964921,135.522513,29.4,19,3,1,3.05,4.55,0,0,644,fraudulent
TXN001578,2025/3/3 06:29,1838.02,-46.531387,-169.376515,55.9,6,0,1,10.67,3.09,0,0,642,legitimate
TXN001579,2025/7/18 09:02,11.21,88.242683,-139.554152,8.6,9,4,0,51.37,0.85,0,0,340,legitimate
TXN001580,2025/4/10 21:42,25.01,-42.495612,-151.340096,2.7,21,3,0,45.07,2.55,1,0,1695,legitimate
TXN001581,2025/7/2 12:01,9.3,28.547027,87.997302,64.5,12,2,0,35.65,3.77,0,0,2796,legitimate
TXN001582,2025/3/27 01:21,8.93,73.51431,56.914637,57.7,1,3,,52.26,7.12,1,0,1575,fraudulent
TXN001583,2025/6/3 19:55,157.2,-5.725892,17.21581,22.1,19,1,0,101.18,4.18,0,0,2550,legitimate
TXN001584,2025/7/30 08:43,35.63,3.326776,-27.652477,35.1,8,2,0,220.73,3.6,0,0,2379,legitimate
TXN001585,2025/3/26 11:08,214.58,58.733747,-129.282702,34.6,11,2,0,243.37,2.52,0,0,1453,legitimate
TXN001586,2025/1/13 19:36,84.33,-50.798413,-63.890908,142,19,0,0,83.07,7.36,0,0,1947,legitimate
TXN001587,2025/4/8 00:48,37.54,-19.778009,165.840563,60.6,0,1,0,79.6,7.21,0,0,1129,legitimate
TXN001588,2025/6/5 22:29,41.49,22.525518,79.918528,17.8,22,3,0,26.33,0.96,1,0,2697,legitimate
TXN001589,2025/10/21 05:39,90.8,45.675039,14.219367,76.8,5,1,0,58.01,6.77,1,0,615,legitimate
TXN001590,2025/2/17 22:07,57.66,24.129494,-147.64077,61.6,22,0,0,27.7,5.83,0,0,2818,legitimate
TXN001591,2025/6/15 08:51,41.97,-17.108944,110.97872,15.7,8,6,0,86.5,4.13,2,0,171,legitimate
TXN001592,2025/10/1 00:41,64.84,-44.385759,108.871324,48.6,0,2,0,9.9,5.6,0,0,2219,legitimate
TXN001593,2025/4/7 04:15,3.65,-18.593385,-95.21204,19.5,4,0,0,,2.88,0,0,1287,legitimate
TXN001594,2025/3/24 21:24,109.74,-1.625192,72.444655,0.3,21,0,0,81.78,5.99,2,0,2452,legitimate
TXN001595,2025/4/6 04:57,38.53,84.850062,105.377671,25.5,4,6,1,36.96,1.63,0,0,642,legitimate
TXN001596,2025/5/15 13:12,104.6,-25.031143,30.670518,42.1,13,3,1,,1.89,0,1,2679,legitimate
TXN001597,2025/5/8 09:55,15.52,65.645664,-116.85484,28,9,3,0,213.96,5.76,0,0,700,legitimate
TXN001598,2025/6/7 08:35,108.53,-31.138512,-6.714832,9.9,8,5,0,76.64,5.38,0,0,96,legitimate
TXN001599,2025/10/2 21:33,72.92,-20.845261,-100.112862,38.7,21,3,0,301.22,1.73,2,0,2353,legitimate
TXN001600,2025/5/30 02:22,5.76,-62.01145,-159.513136,70.1,2,4,0,183.34,6.68,1,0,2682,legitimate
TXN001601,2025/12/23 00:29,38.16,-9.058351,-22.464424,41.5,0,1,0,168.35,1.46,1,0,1496,legitimate
TXN001602,2025/12/4 21:40,130.21,37.612982,55.90563,38.5,21,3,0,36.14,4.56,0,0,9,legitimate
TXN001603,2025/12/20 13:11,209.1,73.880822,-25.269066,14.4,13,5,0,7.68,0.55,0,0,118,legitimate
TXN001604,2025/10/16 02:38,134.59,-48.734754,-38.600073,16.5,2,3,0,11.87,0.35,2,0,412,legitimate
TXN001605,2025/2/3 13:33,37.99,36.395505,-173.860205,113.1,13,0,0,272.64,5.83,1,0,927,legitimate
TXN001606,2025/7/30 12:38,74.82,-29.491447,35.520762,8.6,12,2,1,235.5,2.1,1,0,1189,fraudulent
TXN001607,2025/1/9 16:32,69.72,59.883142,73.099469,,16,3,0,50.01,7.43,1,0,1845,fraudulent
TXN001608,2025/9/19 20:12,57.47,53.696371,-104.934925,105,20,4,0,107.44,3.56,0,0,2418,legitimate
TXN001609,2025/8/11 00:57,1.69,-31.623075,-87.207194,,0,0,0,200.02,4.31,0,0,715,legitimate
TXN001610,2025/5/5 19:04,75.83,66.495439,14.781294,,19,0,0,79.95,2.97,1,0,1557,legitimate
TXN001611,2025/7/28 09:34,258.64,-1.435384,155.982481,4.4,9,0,0,79.94,0.83,0,1,80,fraudulent
TXN001612,2025/10/10 03:19,8.84,-39.540501,9.328573,28.2,3,4,0,166.33,3.18,0,0,1650,legitimate
TXN001613,2025/8/25 16:12,2.97,-8.136648,-57.974488,70.9,16,0,0,20.32,5.4,0,0,271,legitimate
TXN001614,2025/7/28 21:31,6.07,-29.751959,81.181916,25.8,21,0,0,87.32,5.15,1,0,438,legitimate
TXN001615,2025/4/21 22:20,120.91,-9.019768,7.308753,17.4,22,0,0,3.25,7.54,1,0,1861,legitimate
TXN001616,2025/7/6 09:13,77.8,53.865395,56.838613,66,9,6,0,86.46,6.04,1,0,1798,legitimate
TXN001617,2025/4/13 04:34,80.48,0.444544,-122.568586,55.1,4,6,0,58.07,6.12,2,0,149,legitimate
TXN001618,2025/11/22 16:16,45.23,-29.415489,-91.952067,,16,5,0,70.92,2.81,0,1,836,legitimate
TXN001619,2025/11/10 10:45,178.97,16.693172,1.039825,11.6,10,0,0,68.47,7.62,0,1,2142,legitimate
TXN001620,2025/7/15 20:15,27.78,63.320325,-80.874761,63.8,20,1,1,54.66,6.91,0,0,2754,legitimate
TXN001621,2025/2/21 07:01,4.71,49.888152,-124.371052,29.4,7,4,0,39.98,5.05,1,0,610,legitimate
TXN001622,2025/4/25 01:06,188.55,-40.295667,115.328385,32.7,1,4,0,,2.78,0,0,2221,legitimate
TXN001623,2025/12/23 23:19,179.22,75.145956,146.320791,25.2,23,1,0,34.56,6.61,2,0,528,legitimate
TXN001624,2025/8/15 01:04,99.24,25.371837,32.180168,0.6,1,4,0,223.08,1.1,0,0,1100,legitimate
TXN001625,2025/7/5 18:24,63.5,8.646895,-37.768959,63,18,5,0,107.5,5.79,0,1,598,legitimate
TXN001626,2025/11/20 17:43,22.59,32.534908,14.892117,38.5,17,3,0,133.83,5.32,0,0,1782,legitimate
TXN001627,2025/10/22 02:56,99.73,28.456997,-147.784475,16.8,2,2,2,84.35,0.15,0,0,1345,fraudulent
TXN001628,2025/10/20 01:34,32.97,66.914584,-23.38716,30.9,1,0,0,90.22,2.71,2,0,154,legitimate
TXN001629,2025/1/29 18:22,8.92,-44.948957,101.636271,75.8,18,2,0,40.8,4.98,0,0,922,legitimate
TXN001630,2025/7/20 21:55,14.8,-46.510166,-95.671417,17.6,21,6,0,87.96,4.17,1,0,543,legitimate
TXN001631,2025/12/7 01:57,526.62,84.283172,122.508552,47.7,1,6,0,66.68,6.65,1,0,1630,legitimate
TXN001632,2025/3/6 05:25,1.76,-32.633573,-64.184602,107.2,5,3,0,43.59,4.67,2,0,961,legitimate
TXN001633,2025/6/13 01:09,247.26,-48.6458,-78.521129,18.6,1,4,0,87.84,5.63,1,0,231,legitimate
TXN001634,2025/6/15 16:51,80.28,81.720064,-130.839219,198.2,16,6,0,103.77,1.67,1,0,1196,legitimate
TXN001635,2025/10/12 21:52,562.36,-4.768332,115.911617,70.1,21,6,0,130.34,1.48,0,0,2739,legitimate
TXN001636,2025/2/7 10:52,197.64,80.330451,-156.891773,17.2,10,4,2,65.24,7.04,1,0,2465,fraudulent
TXN001637,2025/9/21 05:53,35.11,-84.41148,144.950948,22.2,5,6,0,10.78,0.36,0,0,651,legitimate
TXN001638,2025/9/5 23:13,143.71,4.258886,164.654102,81.4,23,4,0,219.65,7.48,0,0,520,legitimate
TXN001639,2025/1/16 09:53,47.51,-56.405232,128.560579,25.1,9,3,1,68.56,7.84,0,0,1172,legitimate
TXN001640,2025/7/27 06:32,17.55,-17.537193,-55.217846,5.5,6,6,0,7.48,7.84,0,0,789,legitimate
TXN001641,2025/10/14 23:05,118.62,20.8071,46.780959,4,23,1,1,38.75,5.96,0,0,2143,legitimate
TXN001642,2025/9/23 10:09,78.28,21.859517,45.292603,39.8,10,1,0,108.64,6.16,1,0,2258,legitimate
TXN001643,2025/11/27 03:14,138.45,89.905795,162.320428,31.7,3,3,0,55.61,4.6,0,0,1875,legitimate
TXN001644,2025/1/8 19:47,97.55,42.18783,154.234223,28.1,19,2,0,120.5,1.4,0,0,2461,legitimate
TXN001645,2025/10/28 19:08,19.35,-11.380032,76.640011,34.5,19,1,0,185.32,3.63,0,0,2296,legitimate
TXN001646,2025/2/5 00:16,11.05,-7.054772,-63.636229,,0,2,0,382.22,6.34,0,0,1943,legitimate
TXN001647,2025/9/3 22:52,3.13,87.988308,-118.769205,42.4,22,2,0,154.15,2.47,0,0,2249,legitimate
TXN001648,2025/11/8 00:49,77.58,-80.243087,130.81882,7.8,0,5,0,,2.37,2,0,2450,legitimate
TXN001649,2025/7/12 22:21,133.17,14.236441,-161.705111,7.1,22,5,0,1.63,1.41,0,0,944,legitimate
TXN001650,2025/6/10 05:23,154.34,-25.980732,103.542071,176.2,5,1,0,78.46,3.71,0,0,2175,legitimate
TXN001651,2025/6/16 05:25,5.53,57.223537,124.773811,88.7,5,0,0,188.71,3.75,0,0,749,legitimate
TXN001652,2025/5/29 01:26,18.31,86.902903,122.422093,18.1,1,3,1,74.61,1.04,0,0,2685,fraudulent
TXN001653,2025/12/6 01:06,15.66,74.216364,170.128212,41,1,5,0,21.69,7.42,1,1,2445,legitimate
TXN001654,2025/5/2 09:06,379.23,-74.78212,-47.777704,16,9,4,0,33.3,7.3,0,0,2902,legitimate
TXN001655,2025/10/11 01:00,87.4,-27.277949,39.714269,95.3,1,5,1,,2.5,0,0,1128,legitimate
TXN001656,2025/12/19 13:09,38.12,-47.407611,19.087373,,13,4,0,102.81,0.06,1,0,458,legitimate
TXN001657,2025/12/5 07:58,105.05,59.026844,24.279169,24.5,7,4,0,52.35,,0,0,95,legitimate
TXN001658,2025/3/21 13:37,27.32,-40.067958,-150.345773,125.4,13,4,0,23.09,7.59,0,0,96,legitimate
TXN001659,2025/1/8 09:29,99.53,-72.303946,-173.307384,0.1,9,2,0,125.32,0.71,0,0,252,legitimate
TXN001660,2025/10/20 04:51,0.24,-52.660199,-70.204856,18.8,4,0,0,149.2,3.12,0,1,2319,legitimate
TXN001661,2025/7/24 20:34,70.27,16.766828,135.053867,49.3,20,3,0,113.64,6.6,0,0,1772,legitimate
TXN001662,2025/7/5 09:48,4.77,33.217619,126.101103,42.9,9,5,0,152.84,5.59,0,0,2117,fraudulent
TXN001663,2025/7/28 11:59,28.76,-76.62227,-159.037579,26,11,0,0,82.07,0.73,1,0,109,legitimate
TXN001664,2025/10/18 22:06,53.96,74.186487,84.829475,33.1,22,5,1,15.35,1.93,0,0,173,legitimate
TXN001665,2025/8/11 04:57,176.69,77.991254,-13.293636,15.8,4,0,0,28.16,4.14,0,0,2051,legitimate
TXN001666,2025/2/2 15:27,13.26,-62.476741,18.698098,,15,6,0,211.55,7.91,0,0,2175,legitimate
TXN001667,2025/6/27 17:14,15.15,30.603252,33.765461,43.2,17,4,0,224.22,7.6,0,0,2717,legitimate
TXN001668,2025/12/1 15:36,71.1,89.721321,-150.220043,25.9,15,0,0,5.71,6.17,1,0,2149,legitimate
TXN001669,2025/5/11 00:16,59.41,39.991175,-56.776547,55.3,0,6,0,445.46,5.55,0,0,1753,legitimate
TXN001670,2025/1/20 09:10,47.63,59.585162,-55.512024,,9,0,0,153.42,7.62,1,0,85,legitimate
TXN001671,2025/8/17 04:40,33.44,57.611097,117.206636,3.6,4,6,0,2.86,6.38,0,0,1719,legitimate
TXN001672,2025/10/31 17:49,46.56,83.218707,-165.2287,215.6,17,4,0,47.61,2.34,2,0,2049,legitimate
TXN001673,2025/6/27 19:01,58.62,-65.303995,63.377236,160.6,19,4,0,13.48,7.91,0,0,1144,legitimate
TXN001674,2025/4/3 19:45,64.45,46.005377,81.640681,0.7,19,3,0,44.64,1.48,2,0,334,legitimate
TXN001675,2025/11/3 11:23,109.41,-37.310363,60.15038,11.2,11,0,0,,7.49,0,0,378,legitimate
TXN001676,2025/10/11 06:00,39.48,73.209287,137.255805,48.2,6,5,0,74.95,2.52,0,0,791,legitimate
TXN001677,2025/1/4 00:07,59.36,-68.581272,-154.916118,28.9,0,5,1,88.56,,0,0,2005,legitimate
TXN001678,2025/12/14 15:20,33.28,-33.057651,-141.855989,,15,6,0,162.96,1.8,0,0,591,legitimate
TXN001679,2025/9/4 20:57,304.43,-36.191446,25.028043,14.9,20,3,0,185.87,2.31,1,0,736,legitimate
TXN001680,2025/10/11 00:59,67.63,81.58011,101.435912,43.6,0,5,0,78.23,6.35,0,0,1355,legitimate
TXN001681,2025/10/6 00:50,150.84,-13.550076,107.925744,45.5,0,0,0,34.47,3.96,0,0,1660,legitimate
TXN001682,2025/9/15 17:14,137.06,49.838184,-163.477933,20.1,17,0,0,41.11,1.01,0,0,2256,legitimate
TXN001683,2025/2/28 02:21,445.03,12.408792,-160.009916,22.9,2,4,1,294.9,1.07,2,0,830,legitimate
TXN001684,2025/10/25 20:33,103.57,-83.929673,-83.943664,7.3,20,5,0,26.34,0.55,0,0,2630,legitimate
TXN001685,2025/8/8 22:39,32.58,87.058806,76.573548,80.7,22,4,0,115.22,5.62,0,0,1112,legitimate
TXN001686,2025/2/12 07:45,12.31,8.670928,-64.296133,30.6,7,2,,,5.11,0,0,1868,legitimate
TXN001687,2025/12/30 18:29,66.87,18.86017,173.482222,53,18,1,0,5.03,0.44,2,1,1176,legitimate
TXN001688,2025/5/8 09:20,114.42,65.052482,-117.807701,11.8,9,3,0,79.49,1.87,2,0,2278,legitimate
TXN001689,2025/2/2 09:20,141.41,27.736898,136.196997,96.2,9,6,0,3.88,0.9,2,0,1904,legitimate
TXN001690,2025/7/1 05:50,16.66,-34.989162,-42.209881,5.2,5,1,0,155.55,0.51,0,0,1126,legitimate
TXN001691,2025/11/10 15:55,86.35,31.121846,-71.94192,57.8,15,0,0,15.55,2.74,0,0,913,legitimate
TXN001692,2025/5/5 11:05,6.5,5.01989,118.849574,107.8,11,0,1,136.88,4.7,1,1,1093,legitimate
TXN001693,2025/5/12 13:51,84.53,-27.992987,-28.501094,1.6,13,0,0,12.81,6.84,0,0,734,legitimate
TXN001694,2025/1/25 16:16,48.09,84.762161,-94.233908,21.1,16,5,0,67.02,6.58,0,0,276,legitimate
TXN001695,2025/11/18 12:04,51.75,61.358902,-125.774078,17.2,12,1,0,85.1,3.59,1,0,75,legitimate
TXN001696,2025/10/26 10:08,14.56,68.425825,-132.654281,21.9,10,6,0,145.91,6.55,1,0,629,legitimate
TXN001697,2025/8/30 22:11,122.6,-48.852417,-37.706702,30.3,22,5,0,26.16,3.76,0,0,350,legitimate
TXN001698,2025/6/30 18:59,62.75,-80.394194,160.926613,29.5,18,0,0,85.42,6.3,0,0,1139,legitimate
TXN001699,2025/12/29 11:30,37.89,-61.107193,-150.495675,21.9,11,0,1,28.93,0.08,0,0,1862,legitimate
TXN001700,2025/3/6 09:33,20.6,10.062718,178.804103,21.8,9,3,0,20.21,0.29,0,0,2890,legitimate
TXN001701,2025/3/23 20:16,163.45,25.120861,-21.109027,27.5,20,6,0,161.22,3.17,0,0,513,legitimate
TXN001702,2025/1/5 21:09,709.46,-73.517786,143.989018,51.5,21,6,0,109.39,,1,0,2868,legitimate
TXN001703,2025/1/19 21:34,67.06,-10.890127,-42.061698,54.4,21,6,0,138.68,2.22,0,0,2342,legitimate
TXN001704,2025/12/30 22:17,80.13,72.92551,130.029908,78,22,1,0,33.88,1.39,1,0,89,legitimate
TXN001705,2025/10/24 19:26,53.4,-68.019211,-177.645201,21.3,19,4,0,21.06,4.11,0,0,385,legitimate
TXN001706,2025/1/17 07:24,10.5,-86.09503,45.442197,49.9,7,4,0,1.24,2.92,0,0,2896,legitimate
TXN001707,2025/1/22 10:40,63.96,-35.283714,-83.664909,16.3,10,2,0,44.29,2.02,1,0,1851,legitimate
TXN001708,2025/5/9 04:58,71.83,-25.508862,-73.614857,76.9,4,4,0,97.24,0.38,2,0,2249,legitimate
TXN001709,2025/4/4 00:56,229.89,20.229339,-15.920502,67.8,0,4,0,36.64,7.76,2,0,2912,legitimate
TXN001710,2025/5/2 16:44,107.63,-70.933532,174.94118,18.9,16,4,0,88.07,7.94,0,0,2054,legitimate
TXN001711,2025/1/10 01:46,21.91,-31.577709,-89.608747,163.4,1,4,0,,6.4,0,0,1385,legitimate
TXN001712,2025/12/26 03:59,24.85,-60.043868,-81.354596,89.6,3,4,1,,5.26,2,0,279,legitimate
TXN001713,2025/1/13 07:08,155.14,75.722968,79.695427,30.2,7,0,0,103.83,7.22,0,0,1571,legitimate
TXN001714,2025/3/5 16:47,510.75,-84.010284,-69.173141,96.3,16,2,0,143.6,7.23,1,1,2634,legitimate
TXN001715,2025/11/5 23:53,622.46,-67.395852,20.801223,22.9,23,2,0,10.34,6.29,0,0,1729,legitimate
TXN001716,2025/4/16 10:13,40.66,-3.457682,-133.895816,26.9,10,2,0,125.12,7.47,0,0,1614,legitimate
TXN001717,2025/7/10 03:47,98.71,77.310031,90.764829,1.2,3,3,0,4.9,6.72,1,0,367,legitimate
TXN001718,2025/8/16 13:06,252.69,-43.037872,-63.42418,22.4,13,5,0,45.53,2.42,0,0,2426,legitimate
TXN001719,2025/5/16 15:47,10.89,-52.155205,-11.468771,214.5,15,4,0,21.83,6.15,0,0,2869,legitimate
TXN001720,2025/12/29 19:47,6.18,36.072578,44.572098,26.5,19,0,0,,2.53,0,0,358,legitimate
TXN001721,2025/4/15 10:40,360.26,15.8349,-149.583512,4.6,10,1,0,27.45,4.86,0,0,19,legitimate
TXN001722,2025/2/7 06:34,130.7,-28.743626,-174.813,62.6,6,4,0,50.8,4.09,0,0,733,legitimate
TXN001723,2025/10/4 05:31,122.15,-43.5158,72.263883,211,5,5,0,177.78,3.94,0,0,156,fraudulent
TXN001724,2025/4/22 14:33,7.99,58.814267,170.308243,20.4,14,1,0,14.74,7.47,1,0,2007,legitimate
TXN001725,2025/7/21 08:35,262.87,59.627356,-50.395941,133.8,8,0,0,265.59,0.95,1,0,1556,legitimate
TXN001726,2025/7/14 00:11,26.22,-31.397654,76.624635,157,0,0,1,0.21,5.97,1,0,1110,legitimate
TXN001727,2025/6/8 05:34,99.47,47.70435,97.28899,41.8,5,6,0,3.99,6.77,0,1,1701,legitimate
TXN001728,2025/2/15 15:44,121.15,10.481172,56.274842,4.9,15,5,0,102.48,2.13,1,0,2106,legitimate
TXN001729,2025/12/7 01:29,22.91,70.738205,-76.557874,58.8,1,6,0,23.4,7.12,0,0,188,fraudulent
TXN001730,2025/11/16 16:39,161.9,77.388923,131.259408,15.2,16,6,0,70.01,0.81,2,0,423,legitimate
TXN001731,2025/7/18 22:23,247.79,4.495365,-130.432481,203.7,22,4,,200.69,4.14,0,0,755,fraudulent
TXN001732,2025/11/6 11:35,19.22,-19.391847,134.783473,46.9,11,3,0,4.6,4.59,0,0,854,legitimate
TXN001733,2025/10/8 07:00,119.38,-86.005482,1.004627,159.6,7,2,0,53.38,2.51,0,0,2659,legitimate
TXN001734,2025/7/17 15:00,106.39,-22.308697,-121.833182,51.5,15,3,0,82.58,3.1,0,0,165,legitimate
TXN001735,2025/6/2 22:33,567.33,-46.736495,-47.848697,13.2,22,0,0,115.67,2.88,1,0,514,legitimate
TXN001736,2025/5/1 14:11,4.49,-62.359579,17.779191,78.7,14,3,1,113.67,3.77,0,0,2890,legitimate
TXN001737,2025/6/1 05:50,36.19,49.184495,2.705007,9.9,5,6,0,102.33,6.7,0,0,2503,legitimate
TXN001738,2025/3/24 07:05,89.56,26.069387,-17.228969,21.6,7,0,,124.46,5.19,1,0,364,legitimate
TXN001739,2025/11/11 11:44,94.87,73.28344,163.520709,19.2,11,1,0,59.86,2.42,1,0,49,legitimate
TXN001740,2025/12/12 13:18,9.42,-15.782225,74.017578,55.4,13,4,0,71.06,3.29,0,0,1025,legitimate
TXN001741,2025/11/17 00:03,146.29,-41.005615,-73.073914,40.1,0,0,0,44.19,6.43,0,0,593,legitimate
TXN001742,2025/11/22 23:46,125.56,-62.68979,-136.225765,66,23,5,0,11.76,1.36,0,0,2392,legitimate
TXN001743,2025/4/26 06:13,23.28,-67.0829,-67.63786,20.1,6,5,0,510.81,6.14,0,0,1678,legitimate
TXN001744,2025/3/3 15:54,461.37,40.975976,72.248047,34,15,0,1,94.66,7.93,0,0,263,legitimate
TXN001745,2025/7/28 15:23,12.69,-41.125001,178.112505,2.8,15,0,0,86.17,0.39,0,0,593,legitimate
TXN001746,2025/3/8 18:47,91.81,7.07898,19.327228,37.8,18,5,0,20.43,6.65,0,1,194,legitimate
TXN001747,2025/9/29 03:19,55.42,18.055125,-6.176773,146.1,3,0,0,24.64,1.06,0,0,1646,legitimate
TXN001748,2025/6/7 04:08,26.74,43.413889,-138.185616,25.4,4,5,0,115.61,4.89,0,0,296,legitimate
